# feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12
30.28571,212.00000,1400.00000,1.00000,1.00000,0.00000,0.14868,1400.00000,212.00000,nan,5.00000,1.00000,4.00000
29.42857,206.00000,2000.00000,1.00000,0.00000,1.00000,2.86264,2000.00000,206.00000,nan,3.00000,1.00000,2.00000
23.28571,163.00000,600.00000,1.00000,0.00000,0.00000,0.53150,600.00000,163.00000,nan,3.00000,1.00000,2.00000
26.14286,183.00000,770.00000,1.00000,0.00000,0.00000,-0.22464,770.00000,183.00000,nan,3.00000,1.00000,2.00000
25.00000,175.00000,820.00000,0.00000,0.00000,1.00000,0.60030,820.00000,175.00000,nan,3.00000,1.00000,2.00000
23.28571,163.00000,550.00000,0.00000,0.00000,1.00000,-0.48085,550.00000,163.00000,nan,3.00000,1.00000,2.00000
29.28571,205.00000,540.00000,1.00000,0.00000,1.00000,-2.33943,540.00000,205.00000,nan,3.00000,1.00000,2.00000
27.00000,189.00000,1000.00000,1.00000,1.00000,0.00000,0.53509,1000.00000,189.00000,nan,3.00000,1.00000,2.00000
27.85714,195.00000,1040.00000,1.00000,1.00000,1.00000,-0.08957,1040.00000,195.00000,nan,5.00000,1.00000,4.00000
24.71429,173.00000,640.00000,1.00000,0.00000,1.00000,-0.60228,640.00000,173.00000,nan,3.00000,1.00000,2.00000
29.00000,203.00000,1420.00000,1.00000,0.00000,0.00000,1.04141,1420.00000,203.00000,nan,3.00000,1.00000,2.00000
27.28571,191.00000,670.00000,1.00000,0.00000,1.00000,-1.49561,670.00000,191.00000,32.00000,2.00000,0.00000,2.00000
28.14286,197.00000,1134.00000,1.00000,1.00000,0.00000,0.42793,1134.00000,197.00000,31.00000,2.00000,0.00000,2.00000
28.14286,197.00000,1110.00000,1.00000,1.00000,0.00000,0.32276,1110.00000,197.00000,31.00000,2.00000,0.00000,2.00000
28.14286,197.00000,1150.00000,1.00000,1.00000,0.00000,-3.21006,1150.00000,197.00000,31.00000,2.00000,0.00000,2.00000
33.57143,235.00000,1430.00000,0.00000,0.00000,1.00000,-1.76363,1430.00000,235.00000,31.00000,0.00000,0.00000,0.00000
27.85714,195.00000,1090.00000,1.00000,1.00000,0.00000,0.41148,1090.00000,195.00000,18.00000,4.00000,0.00000,4.00000
27.85714,195.00000,750.00000,0.00000,1.00000,0.00000,-1.08292,750.00000,195.00000,18.00000,2.00000,0.00000,2.00000
29.28571,205.00000,1455.00000,1.00000,1.00000,1.00000,0.71783,1455.00000,205.00000,28.00000,2.00000,0.00000,2.00000
29.28571,205.00000,1125.00000,1.00000,1.00000,0.00000,-0.24723,1125.00000,205.00000,28.00000,2.00000,0.00000,2.00000
33.00000,231.00000,1910.00000,0.00000,0.00000,1.00000,-0.27787,1910.00000,231.00000,31.00000,2.00000,0.00000,2.00000
26.85714,188.00000,1020.00000,1.00000,0.00000,1.00000,0.45705,1050.00000,188.00000,39.00000,2.00000,0.00000,2.00000
28.28571,198.00000,1070.00000,0.00000,0.00000,1.00000,-0.20341,1070.00000,198.00000,26.00000,2.00000,0.00000,2.00000
26.14286,183.00000,970.00000,1.00000,0.00000,0.00000,1.01611,970.00000,183.00000,24.00000,2.00000,0.00000,2.00000
27.42857,192.00000,1030.00000,1.00000,0.00000,0.00000,0.40144,1020.00000,192.00000,17.00000,6.00000,0.00000,6.00000
30.85714,216.00000,1446.00000,0.00000,1.00000,0.00000,-0.02893,1446.00000,216.00000,35.00000,4.00000,0.00000,4.00000
30.85714,216.00000,1472.00000,1.00000,1.00000,0.00000,0.04936,1472.00000,216.00000,35.00000,4.00000,0.00000,4.00000
33.00000,231.00000,1570.00000,1.00000,0.00000,0.00000,-0.84298,1570.00000,231.00000,41.00000,0.00000,0.00000,0.00000
33.28571,233.00000,1880.00000,0.00000,0.00000,1.00000,-0.51676,1880.00000,233.00000,19.00000,2.00000,0.00000,2.00000
27.85714,195.00000,700.00000,1.00000,0.00000,1.00000,-1.53229,700.00000,195.00000,29.00000,0.00000,0.00000,0.00000
29.00000,203.00000,820.00000,1.00000,0.00000,1.00000,-1.44526,820.00000,203.00000,25.00000,0.00000,0.00000,0.00000
32.28571,226.00000,2116.00000,1.00000,1.00000,1.00000,0.72569,2116.00000,226.00000,37.00000,0.00000,0.00000,0.00000
32.28571,226.00000,1300.00000,1.00000,1.00000,0.00000,-1.17960,1300.00000,226.00000,37.00000,0.00000,0.00000,0.00000
27.00000,189.00000,910.00000,1.00000,0.00000,0.00000,0.06003,880.00000,189.00000,28.00000,2.00000,0.00000,2.00000
33.28571,233.00000,2430.00000,1.00000,0.00000,1.00000,0.88810,2430.00000,233.00000,32.00000,0.00000,0.00000,0.00000
24.71429,173.00000,410.00000,1.00000,1.00000,0.00000,-2.33465,410.00000,173.00000,40.00000,2.00000,0.00000,2.00000
24.71429,173.00000,590.00000,1.00000,1.00000,0.00000,-0.67581,590.00000,173.00000,40.00000,2.00000,0.00000,2.00000
28.28571,198.00000,1000.00000,1.00000,0.00000,1.00000,-0.49409,1000.00000,198.00000,39.00000,0.00000,0.00000,0.00000
30.42857,213.00000,1430.00000,1.00000,0.00000,1.00000,-0.11781,1430.00000,213.00000,33.00000,0.00000,0.00000,0.00000
30.28571,212.00000,1480.00000,1.00000,1.00000,0.00000,0.40793,1480.00000,212.00000,39.00000,4.00000,0.00000,4.00000
28.28571,198.00000,1200.00000,0.00000,0.00000,1.00000,0.35584,1200.00000,198.00000,41.00000,0.00000,0.00000,0.00000
