5.335103608272728781e-02,9.466489639172727122e-01
3.205641992428792664e-01,6.794358007571207336e-01
4.320633194349562389e-01,5.679366805650437611e-01
1.697159507129153422e-02,9.830284049287084658e-01
2.067768904729337942e-01,7.932231095270662058e-01
7.350939139979137948e-01,2.649060860020862607e-01
1.652260086041162923e-01,8.347739913958837077e-01
4.349086667220147806e-02,9.565091333277985219e-01
5.172504104522341883e-01,4.827495895477658117e-01
4.944885514642705093e-02,9.505511448535729491e-01
2.811413495710398669e-01,7.188586504289601331e-01
7.596220988332644808e-01,2.403779011667355470e-01
7.235660376541668271e-01,2.764339623458331174e-01
3.822881736878922521e-01,6.177118263121077479e-01
9.182729565648753978e-01,8.172704343512461611e-02
7.976929265306530459e-01,2.023070734693469541e-01
3.297988046617689184e-01,6.702011953382310816e-01
7.672382373350919993e-01,2.327617626649080007e-01
2.871742201576121811e-01,7.128257798423878189e-01
3.952759714446218986e-02,9.604724028555378101e-01
2.346325417265771041e-02,9.765367458273422896e-01
3.941179838166428695e-01,6.058820161833571305e-01
9.383844478010591184e-01,6.161555219894088858e-02
9.987009634258191548e-01,1.299036574180860784e-03
8.170837757619466846e-01,1.829162242380532599e-01
2.479620426347106665e-02,9.752037957365289333e-01
9.864067220128438507e-01,1.359327798715613024e-02
3.295254905545330626e-01,6.704745094454669374e-01
1.268244825497887307e-01,8.731755174502112693e-01
1.487144170240872754e-02,9.851285582975912725e-01
1.362285442025676918e-01,8.637714557974323082e-01
1.137473413108549547e-01,8.862526586891450453e-01
5.685811174745926122e-01,4.314188825254073878e-01
9.460159157453049694e-01,5.398408425469499589e-02
2.242701288017157069e-02,9.775729871198284293e-01
2.799450196103541177e-01,7.200549803896458823e-01
4.709130277041384538e-02,9.529086972295861546e-01
1.023918671521045765e-01,8.976081328478954235e-01
9.331595815992584919e-01,6.684041840074149421e-02
2.135906298288037242e-02,9.786409370171196276e-01
8.291849572793285050e-01,1.708150427206714950e-01
2.699680238113579822e-01,7.300319761886420178e-01
3.110670656988686611e-01,6.889329343011313389e-01
3.278629915383838300e-01,6.721370084616161700e-01
2.913872235321053328e-01,7.086127764678946672e-01
5.227264912601523594e-01,4.772735087398476961e-01
4.779741134675892233e-01,5.220258865324107767e-01
6.714626496176558934e-01,3.285373503823440511e-01
4.536023464992358090e-01,5.463976535007641910e-01
6.110400822470249960e-01,3.889599177529749485e-01
3.907709660669604901e-01,6.092290339330395099e-01
5.014750625003114859e-01,4.985249374996885141e-01
5.843074064035260751e-01,4.156925935964739804e-01
9.343416891982345707e-01,6.565831080176545709e-02
6.626897820573594000e-01,3.373102179426406000e-01
6.544891288964418408e-01,3.455108711035582147e-01
7.973310244354714360e-01,2.026689755645285085e-01
7.665455895788819696e-02,9.233454410421118030e-01
3.300626681692712117e-01,6.699373318307287883e-01
7.914152634363286198e-01,2.085847365636714079e-01
2.886991531952403101e-01,7.113008468047596899e-01
9.487090313365871275e-01,5.129096866341282396e-02
6.024673386679492149e-01,3.975326613320507851e-01
2.893657046642289510e-01,7.106342953357710490e-01
3.320133789181560768e-01,6.679866210818439232e-01
3.118960605379695883e-01,6.881039394620304117e-01
9.002009300174318440e-01,9.979906998256810047e-02
8.062600563461195247e-01,1.937399436538805031e-01
1.718927734966548826e-01,8.281072265033451174e-01
3.656129474065943352e-01,6.343870525934056648e-01
6.754236860129698705e-01,3.245763139870301295e-01
8.975091183196495237e-01,1.024908816803504347e-01
1.228245646398461455e-01,8.771754353601538545e-01
1.792052175181151341e-01,8.207947824818848659e-01
2.514225670742070706e-01,7.485774329257929294e-01
5.881345974862317583e-02,9.411865402513768242e-01
6.832852823174156986e-01,3.167147176825843014e-01
2.121144907655198031e-01,7.878855092344801969e-01
6.740099141239563885e-02,9.325990085876043612e-01
4.784551970791784958e-01,5.215448029208215042e-01
2.554449436928951656e-03,9.974455505630710483e-01
1.176723279377125397e-01,8.823276720622874603e-01
5.397167601754733202e-01,4.602832398245267354e-01
3.392852043527745387e-01,6.607147956472254613e-01
6.537443080379572447e-01,3.462556919620428109e-01
8.512810697467706467e-01,1.487189302532293533e-01
4.685698046623935076e-01,5.314301953376064924e-01
6.316740115724213123e-01,3.683259884275786877e-01
8.264803889248373281e-02,9.173519611075162672e-01
5.611749492549605867e-01,4.388250507450394133e-01
3.763905887679731554e-01,6.236094112320268446e-01
9.879702633600293549e-01,1.202973663997061911e-02
6.286138114782325870e-01,3.713861885217674130e-01
7.273133529653379448e-01,2.726866470346620552e-01
2.239874050267576244e-01,7.760125949732423756e-01
1.852685719746254289e-01,8.147314280253745711e-01
1.191252909437399143e-01,8.808747090562600857e-01
1.554028149145244564e-01,8.445971850854755436e-01
4.059371421989133033e-02,9.594062857801086697e-01
2.503902705748053403e-01,7.496097294251946597e-01
8.864672384228067248e-02,9.113532761577193275e-01
1.709171717497935949e-01,8.290828282502064051e-01
4.806054448670138424e-02,9.519394555132986158e-01
8.571522603610846058e-01,1.428477396389154219e-01
3.052404737117261346e-01,6.947595262882738654e-01
5.527856726716429137e-01,4.472143273283570863e-01
4.822096834516503838e-01,5.177903165483496162e-01
5.081086574539850353e-02,9.491891342546014965e-01
4.209133153637324432e-01,5.790866846362675568e-01
7.530302844319545219e-01,2.469697155680455336e-01
3.282394343316084040e-01,6.717605656683915960e-01
7.181472914231559201e-01,2.818527085768440799e-01
3.384504006816106969e-01,6.615495993183893031e-01
2.157293824684493044e-01,7.842706175315506956e-01
6.741291870056222990e-01,3.258708129943776455e-01
8.385024992770906405e-01,1.614975007229093318e-01
2.818038333134411655e-01,7.181961666865588345e-01
6.437773884090955967e-01,3.562226115909044588e-01
6.810797905571107647e-01,3.189202094428892353e-01
2.360800550856845259e-02,9.763919944914315474e-01
3.967722353076803543e-01,6.032277646923196457e-01
4.227351020840341977e-01,5.772648979159658023e-01
1.624589786620945775e-01,8.375410213379054225e-01
4.356007791337268564e-02,9.564399220866273144e-01
2.550688580279880657e-02,9.744931141972011934e-01
5.721000489964600533e-02,9.427899951003539947e-01
6.046310620382526757e-01,3.953689379617473243e-01
4.546566742215107926e-01,5.453433257784892074e-01
7.935338331397838729e-01,2.064661668602161271e-01
8.040631369539568141e-01,1.959368630460431859e-01
1.272303677759033524e-01,8.727696322240966476e-01
3.929581449425652018e-01,6.070418550574347982e-01
1.399495466324096604e-02,9.860050453367590340e-01
1.736312597217424258e-01,8.263687402782575742e-01
7.259721718848813898e-01,2.740278281151186102e-01
1.775185361993418809e-01,8.224814638006581191e-01
8.751452200443410323e-02,9.124854779955658968e-01
8.609785761435381213e-01,1.390214238564618510e-01
